Refseq	Symbol	Chr	Start	End	Strand	txLength	countLength	basal1	basal2	treat1	treat2
DEFB112	DEFB112	chrx	1	1	.	342	342	0	0	0	0
RP11-397G17.1	RP11-397G17.1	chrx	1	1	.	692	692	0	0	0	0
RP11-428J1.5	RP11-428J1.5	chrx	1	1	.	1489	1489	447	357	467	372
RP11-428J1.4	RP11-428J1.4	chrx	1	1	.	3273	3273	1	0	0	0
RP11-524K22.1	RP11-524K22.1	chrx	1	1	.	285	285	0	0	0	0
RP1-28O17.1	RP1-28O17.1	chrx	1	1	.	826	826	0	0	0	0
TFAP2D	TFAP2D	chrx	1	1	.	1856	1856	0	0	0	0
RPS17P5	RPS17P5	chrx	1	1	.	408	408	0	0	0	0
PPP1R3G	PPP1R3G	chrx	1	1	.	1736	1736	0	0	5	18
RP4-753D5.3	RP4-753D5.3	chrx	1	1	.	611	611	0	0	0	0
FTH1P5	FTH1P5	chrx	1	1	.	545	545	4	0	0	1
RP3-437C15.2	RP3-437C15.2	chrx	1	1	.	568	568	0	0	0	0
RP11-793K1.1	RP11-793K1.1	chrx	1	1	.	389	389	0	0	0	0
RP3-335N17.2	RP3-335N17.2	chrx	1	1	.	1432	1432	0	0	0	0
PKHD1	PKHD1	chrx	1	1	.	17454	17454	0	0	0	0
MIR133BHG	MIR133BHG	chrx	1	1	.	462	462	0	0	0	0
IL17A	IL17A	chrx	1	1	.	1859	1859	0	0	0	0
IL17F	IL17F	chrx	1	1	.	1067	1067	0	0	0	0
SLC25A20P1	SLC25A20P1	chrx	1	1	.	903	903	0	0	0	0
PAQR8	PAQR8	chrx	1	1	.	5057	5057	363	343	397	347
TRAM2	TRAM2	chrx	1	1	.	6908	6908	12920	16087	11509	17402
RP1-20B11.2	RP1-20B11.2	chrx	1	1	.	851	851	0	0	0	0
RP1-152L7.9	RP1-152L7.9	chrx	1	1	.	279	279	0	0	0	0
RP1-152L7.5	RP1-152L7.5	chrx	1	1	.	3039	3039	105	132	57	150
TMEM14A	TMEM14A	chrx	1	1	.	992	992	1	113	14	22
RP1-152L7.3	RP1-152L7.3	chrx	1	1	.	637	637	0	0	0	0
RP1-152L7.8	RP1-152L7.8	chrx	1	1	.	338	338	0	0	0	0
GSTA7P	GSTA7P	chrx	1	1	.	448	448	0	0	0	0
FARS2	FARS2	chrx	1	1	.	2351	2351	141	216	79	107
GSTA2	GSTA2	chrx	1	1	.	1303	1303	0	0	0	0
RP1-152L7.1	RP1-152L7.1	chrx	1	1	.	508	508	0	0	0	0
GSTA1	GSTA1	chrx	1	1	.	1019	1019	0	0	0	0
GSTA6P	GSTA6P	chrx	1	1	.	577	577	0	0	0	0
RP11-392A23.4	RP11-392A23.4	chrx	1	1	.	669	669	0	0	0	0
RP11-392A23.5	RP11-392A23.5	chrx	1	1	.	576	576	0	0	0	0
GSTA3	GSTA3	chrx	1	1	.	902	902	0	0	0	0
RP1-214M20.2	RP1-214M20.2	chrx	1	1	.	889	889	0	0	0	0
RP3-520B18.1	RP3-520B18.1	chrx	1	1	.	359	359	0	0	0	0
FBXO9	FBXO9	chrx	1	1	.	8164	8164	829	1169	752	859
RP11-506E9.3	RP11-506E9.3	chrx	1	1	.	500	500	0	0	0	0
GCM1	GCM1	chrx	1	1	.	2765	2765	2	0	0	0
SOD1P1	SOD1P1	chrx	1	1	.	440	440	0	0	0	0
RP1-34L19.1	RP1-34L19.1	chrx	1	1	.	2100	2100	0	0	0	0
HMGB1P20	HMGB1P20	chrx	1	1	.	677	677	0	3	0	0
RPS16P5	RPS16P5	chrx	1	1	.	404	404	0	0	0	0
RP3-483K16.4	RP3-483K16.4	chrx	1	1	.	548	548	17	0	0	0
RPL31P33	RPL31P33	chrx	1	1	.	340	340	0	0	0	0
RP11-96J19.1	RP11-96J19.1	chrx	1	1	.	359	359	0	0	0	0
RP11-96J19.4	RP11-96J19.4	chrx	1	1	.	685	685	0	0	0	0
NANOGP3	NANOGP3	chrx	1	1	.	286	286	0	0	0	0
GCLC	GCLC	chrx	1	1	.	8463	8463	274	341	249	316
RP1-27K12.4	RP1-27K12.4	chrx	1	1	.	547	547	0	0	0	0
RP1-27K12.2	RP1-27K12.2	chrx	1	1	.	3994	3994	0	0	0	0
RP11-345L23.1	RP11-345L23.1	chrx	1	1	.	566	566	0	0	0	0
RP11-79N23.1	RP11-79N23.1	chrx	1	1	.	850	850	25	0	0	0
RP13-476E20.1	RP13-476E20.1	chrx	1	1	.	483	483	1	0	0	2
LRRC1	LRRC1	chrx	1	1	.	4897	4897	336	302	256	530
RP3-523E19.2	RP3-523E19.2	chrx	1	1	.	456	456	0	0	0	0
RP11-411K7.1	RP11-411K7.1	chrx	1	1	.	3227	3227	42	23	24	88
ERHP2	ERHP2	chrx	1	1	.	299	299	0	0	0	0
TINAG	TINAG	chrx	1	1	.	2155	2155	0	0	0	0
RP11-124I4.2	RP11-124I4.2	chrx	1	1	.	420	420	0	0	0	0
CLNS1AP1	CLNS1AP1	chrx	1	1	.	682	682	0	0	0	0
RP3-334F4.2	RP3-334F4.2	chrx	1	1	.	664	664	0	0	0	0
RP3-334F4.1	RP3-334F4.1	chrx	1	1	.	884	884	0	0	0	0
RP1-232P20.1	RP1-232P20.1	chrx	1	1	.	1333	1333	0	0	0	0
KRASP1	KRASP1	chrx	1	1	.	552	552	0	0	0	0
RP11-524H19.2	RP11-524H19.2	chrx	1	1	.	586	586	0	0	0	0
FAM83B	FAM83B	chrx	1	1	.	3167	3167	0	0	0	0
RP3-523K23.2	RP3-523K23.2	chrx	1	1	.	1933	1933	0	0	0	0
HCRTR2	HCRTR2	chrx	1	1	.	1837	1837	0	0	0	0
GFRAL	GFRAL	chrx	1	1	.	1911	1911	0	0	0	0
RP11-228O6.2	RP11-228O6.2	chrx	1	1	.	380	380	0	0	0	0
NPM1P36	NPM1P36	chrx	1	1	.	835	835	0	0	0	0
HNRNPA1P37	HNRNPA1P37	chrx	1	1	.	969	969	0	0	0	0
RP11-323I14__A.1	RP11-323I14__A.1	chrx	1	1	.	268	268	0	0	0	0
RP3-445N2.1	RP3-445N2.1	chrx	1	1	.	330	330	0	0	0	0
RCC2P7	RCC2P7	chrx	1	1	.	1264	1264	0	0	0	0
RP1-256G22.2	RP1-256G22.2	chrx	1	1	.	806	806	0	0	0	0
RP11-472M19.2	RP11-472M19.2	chrx	1	1	.	551	551	2	0	0	5
RPL17P26	RPL17P26	chrx	1	1	.	553	553	0	1	1	4
OSTCP6	OSTCP6	chrx	1	1	.	457	457	0	0	0	0
FTH1P15	FTH1P15	chrx	1	1	.	280	280	0	0	3	20
ZNF451	ZNF451	chrx	1	1	.	16416	16416	1980	2415	1902	2312
RP11-203B9.4	RP11-203B9.4	chrx	1	1	.	4918	4918	0	0	0	52
RAB23	RAB23	chrx	1	1	.	3075	3075	604	1065	615	1400
RP1-71H19.2	RP1-71H19.2	chrx	1	1	.	345	345	0	0	0	0
GAPDHP41	GAPDHP41	chrx	1	1	.	981	981	0	0	0	0
RP11-343D24.2	RP11-343D24.2	chrx	1	1	.	315	315	0	0	0	0
RP11-325M4.2	RP11-325M4.2	chrx	1	1	.	349	349	0	0	0	0
RBBP4P3	RBBP4P3	chrx	1	1	.	1282	1282	0	0	0	0
RP11-452D24.1	RP11-452D24.1	chrx	1	1	.	163	163	0	0	0	0
RP1-182O16.2	RP1-182O16.2	chrx	1	1	.	946	946	0	0	0	0
POM121L14P	POM121L14P	chrx	1	1	.	1558	1558	0	0	0	0
LINC00680	LINC00680	chrx	1	1	.	2969	2969	65	41	65	94
GAPDHP15	GAPDHP15	chrx	1	1	.	975	975	0	0	0	0
RP11-278J20.2	RP11-278J20.2	chrx	1	1	.	1415	1415	0	0	0	0
RBBP4P4	RBBP4P4	chrx	1	1	.	1289	1289	0	0	0	0
RP11-143A22.1	RP11-143A22.1	chrx	1	1	.	497	497	0	0	0	0
RP3-380B8.4	RP3-380B8.4	chrx	1	1	.	411	411	0	0	0	0
PKMP5	PKMP5	chrx	1	1	.	1601	1601	2	4	0	6
NRN1	NRN1	chrx	1	1	.	1762	1762	18	253	46	413
F13A1	F13A1	chrx	1	1	.	4690	4690	0	0	0	0
RP1-91N13.1	RP1-91N13.1	chrx	1	1	.	414	414	0	0	0	0
MTRNR2L9	MTRNR2L9	chrx	1	1	.	527	527	0	0	0	0
RP1-240B8.3	RP1-240B8.3	chrx	1	1	.	673	673	0	0	0	0
KHDRBS2	KHDRBS2	chrx	1	1	.	2332	2332	0	0	0	0
RP11-448N11.1	RP11-448N11.1	chrx	1	1	.	564	564	0	0	0	0
RP11-448N11.2	RP11-448N11.2	chrx	1	1	.	392	392	0	0	0	0
RP11-448N11.3	RP11-448N11.3	chrx	1	1	.	175	175	0	0	0	0
SNAPC5P1	SNAPC5P1	chrx	1	1	.	301	301	0	0	0	0
RP11-184C23.1	RP11-184C23.1	chrx	1	1	.	559	559	0	0	0	0
SPTLC1P3	SPTLC1P3	chrx	1	1	.	259	259	0	0	0	0
RP11-184C23.4	RP11-184C23.4	chrx	1	1	.	1024	1024	0	0	0	0
RP3-407E4.2	RP3-407E4.2	chrx	1	1	.	385	385	0	0	0	0
RP3-407E4.3	RP3-407E4.3	chrx	1	1	.	1548	1548	0	0	0	0
RP3-407E4.4	RP3-407E4.4	chrx	1	1	.	968	968	0	0	0	0
EEF1B2P5	EEF1B2P5	chrx	1	1	.	548	548	0	0	0	0
RPL7AP34	RPL7AP34	chrx	1	1	.	801	801	1	2	13	0
RP5-1148A21.3	RP5-1148A21.3	chrx	1	1	.	1404	1404	14	2	12	45
RP11-164N20.2	RP11-164N20.2	chrx	1	1	.	143	143	0	0	0	0
RPL9P18	RPL9P18	chrx	1	1	.	535	535	0	0	0	0
RP11-59D5__B.3	RP11-59D5__B.3	chrx	1	1	.	843	843	0	0	0	0
RP11-59D5__B.2	RP11-59D5__B.2	chrx	1	1	.	1454	1454	0	0	0	0
GCNT1P4	GCNT1P4	chrx	1	1	.	329	329	0	0	0	0
RP11-349P19.1	RP11-349P19.1	chrx	1	1	.	525	525	0	0	0	0
HNRNPDP2	HNRNPDP2	chrx	1	1	.	478	478	0	0	0	0
CNN3P1	CNN3P1	chrx	1	1	.	935	935	0	0	0	0
RP11-307F22.2	RP11-307F22.2	chrx	1	1	.	1041	1041	0	0	0	0
HUS1B	HUS1B	chrx	1	1	.	1025	1025	0	0	0	0
LY86	LY86	chrx	1	1	.	1254	1254	0	0	0	0
SLC25A51P1	SLC25A51P1	chrx	1	1	.	871	871	0	0	0	0
NUFIP1P	NUFIP1P	chrx	1	1	.	1479	1479	0	1	3	3
RP1-80N2.3	RP1-80N2.3	chrx	1	1	.	3325	3325	0	0	0	0
RP11-532F6.2	RP11-532F6.2	chrx	1	1	.	1227	1227	0	0	0	0
RP1-80N2.2	RP1-80N2.2	chrx	1	1	.	568	568	0	0	0	0
RP11-24C14.1	RP11-24C14.1	chrx	1	1	.	586	586	0	0	0	0
RP3-470L22.1	RP3-470L22.1	chrx	1	1	.	506	506	0	0	0	0
BTF3P7	BTF3P7	chrx	1	1	.	488	488	0	0	0	1
RP11-409K15.1	RP11-409K15.1	chrx	1	1	.	905	905	0	0	0	0
RP11-301G19.1	RP11-301G19.1	chrx	1	1	.	1605	1605	51	0	34	38
RP11-301G19.2	RP11-301G19.2	chrx	1	1	.	1198	1198	0	0	0	0
RP11-542F9.1	RP11-542F9.1	chrx	1	1	.	492	492	0	0	0	0
RP11-406O16.1	RP11-406O16.1	chrx	1	1	.	674	674	0	0	0	0
RP3-429O6.1	RP3-429O6.1	chrx	1	1	.	933	933	0	0	0	0
RP11-361F19.1	RP11-361F19.1	chrx	1	1	.	190	190	0	0	0	0
RP3-525N10.2	RP3-525N10.2	chrx	1	1	.	2948	2948	0	0	0	0
RP11-556O15.1	RP11-556O15.1	chrx	1	1	.	517	517	0	0	0	0
LMBRD1	LMBRD1	chrx	1	1	.	2402	2402	443	676	319	517
NPM1P37	NPM1P37	chrx	1	1	.	874	874	0	0	0	0
GAPDHP42	GAPDHP42	chrx	1	1	.	981	981	0	0	0	0
COL19A1	COL19A1	chrx	1	1	.	8333	8333	0	0	0	0
RPL37P15	RPL37P15	chrx	1	1	.	287	287	0	0	0	0
RP11-532F6.3	RP11-532F6.3	chrx	1	1	.	2814	2814	0	13	0	36
RP1-149L1.1	RP1-149L1.1	chrx	1	1	.	254	254	0	0	0	0
RREB1	RREB1	chrx	1	1	.	17254	17254	3150	2491	2788	3829
RP11-462G2.1	RP11-462G2.1	chrx	1	1	.	397	397	0	0	0	0
RP11-462G2.2	RP11-462G2.2	chrx	1	1	.	349	349	0	0	18	0
RP11-532F6.4	RP11-532F6.4	chrx	1	1	.	423	423	0	0	0	0
C6orf57	C6orf57	chrx	1	1	.	1440	1440	96	118	31	219
RP11-134K13.4	RP11-134K13.4	chrx	1	1	.	543	543	5	0	0	0
RP11-134K13.2	RP11-134K13.2	chrx	1	1	.	1101	1101	0	0	1	0
SLC25A6P6	SLC25A6P6	chrx	1	1	.	778	778	0	0	0	0
RP11-160A9.3	RP11-160A9.3	chrx	1	1	.	781	781	0	0	0	0
RP11-160A9.2	RP11-160A9.2	chrx	1	1	.	460	460	0	0	0	0
B3GAT2	B3GAT2	chrx	1	1	.	6565	6565	0	0	0	0
RP1-20N4.1	RP1-20N4.1	chrx	1	1	.	812	812	0	0	0	0
RP11-405O10.2	RP11-405O10.2	chrx	1	1	.	1676	1676	21	0	2	1
LYPLA1P3	LYPLA1P3	chrx	1	1	.	695	695	8	2	2	1
RP11-154D6.1	RP11-154D6.1	chrx	1	1	.	4230	4230	2	26	0	0
OGFRL1	OGFRL1	chrx	1	1	.	9051	9051	658	564	703	468
RP3-331H24.4	RP3-331H24.4	chrx	1	1	.	352	352	0	0	0	0
LINC00472	LINC00472	chrx	1	1	.	3443	3443	151	315	139	186
RP1-288M22.2	RP1-288M22.2	chrx	1	1	.	452	452	0	0	0	0
RP1-288M22.1	RP1-288M22.1	chrx	1	1	.	686	686	0	0	0	0
KRT19P1	KRT19P1	chrx	1	1	.	1186	1186	0	0	0	0
RP11-69L16.4	RP11-69L16.4	chrx	1	1	.	500	500	0	0	0	0
RP5-1046G13.2	RP5-1046G13.2	chrx	1	1	.	838	838	0	0	0	0
RP11-135M8__A.1	RP11-135M8__A.1	chrx	1	1	.	598	598	0	0	0	0
CAGE1	CAGE1	chrx	1	1	.	3512	3512	0	0	0	7
RP3-474G15.1	RP3-474G15.1	chrx	1	1	.	1184	1184	0	0	0	0
RP11-69L16.3	RP11-69L16.3	chrx	1	1	.	391	391	0	0	0	0
RP11-69L16.5	RP11-69L16.5	chrx	1	1	.	730	730	12	4	37	22
RP11-69L16.6	RP11-69L16.6	chrx	1	1	.	1203	1203	0	0	0	0
KNOP1P4	KNOP1P4	chrx	1	1	.	1438	1438	0	0	0	0
PGAM1P10	PGAM1P10	chrx	1	1	.	761	761	0	0	0	0
RP11-257K9.3	RP11-257K9.3	chrx	1	1	.	623	623	0	0	0	0
RIOK1	RIOK1	chrx	1	1	.	3237	3237	82	382	150	220
KHDC1P1	KHDC1P1	chrx	1	1	.	508	508	0	0	0	0
KHDC1L	KHDC1L	chrx	1	1	.	953	953	0	0	0	0
KHDC1	KHDC1	chrx	1	1	.	3319	3319	10	1	22	23
RP11-398K22.12	RP11-398K22.12	chrx	1	1	.	6660	6660	4	0	16	0
RPSAP41	RPSAP41	chrx	1	1	.	860	860	0	0	0	0
EIF3EP1	EIF3EP1	chrx	1	1	.	1316	1316	0	0	1	0
SDCBP2P1	SDCBP2P1	chrx	1	1	.	614	614	0	0	0	0
PAICSP3	PAICSP3	chrx	1	1	.	1168	1168	0	0	0	0
DPPA5	DPPA5	chrx	1	1	.	679	679	0	0	0	0
KHDC3L	KHDC3L	chrx	1	1	.	1018	1018	0	0	0	0
OOEP	OOEP	chrx	1	1	.	1467	1467	0	0	0	0
RPL39P3	RPL39P3	chrx	1	1	.	156	156	3	4	3	3
RPS6P8	RPS6P8	chrx	1	1	.	730	730	0	0	0	0
MB21D1	MB21D1	chrx	1	1	.	4155	4155	74	65	67	59
MTO1	MTO1	chrx	1	1	.	12071	12071	285	349	158	220
RP11-505P4.6	RP11-505P4.6	chrx	1	1	.	370	370	4	5	1	0
EEF1A1	EEF1A1	chrx	1	1	.	5944	5944	69402	62988	64676	75507
RP11-505P4.7	RP11-505P4.7	chrx	1	1	.	804	804	0	0	0	22
RP11-505P4.5	RP11-505P4.5	chrx	1	1	.	136	136	0	0	0	0
RPS27P15	RPS27P15	chrx	1	1	.	252	252	0	0	0	0
RP11-553A21.3	RP11-553A21.3	chrx	1	1	.	1973	1973	3	0	0	44
RP11-374N7.1	RP11-374N7.1	chrx	1	1	.	293	293	0	0	0	0
RP11-554D15.1	RP11-554D15.1	chrx	1	1	.	669	669	0	0	0	0
HNRNPLP1	HNRNPLP1	chrx	1	1	.	1501	1501	0	1	1	3
RP11-9G10.1	RP11-9G10.1	chrx	1	1	.	395	395	0	0	0	0
RP11-288G3.3	RP11-288G3.3	chrx	1	1	.	347	347	0	0	0	0
RP11-288G3.4	RP11-288G3.4	chrx	1	1	.	1241	1241	0	0	0	0
RP11-554D15.3	RP11-554D15.3	chrx	1	1	.	1264	1264	0	0	0	0
RP11-554D15.2	RP11-554D15.2	chrx	1	1	.	267	267	0	0	0	0
RP11-554D15.4	RP11-554D15.4	chrx	1	1	.	441	441	0	0	0	0
RP3-512B11.3	RP3-512B11.3	chrx	1	1	.	888	888	0	0	0	0
DSP	DSP	chrx	1	1	.	10093	10093	0	0	0	0
RP11-560O20.1	RP11-560O20.1	chrx	1	1	.	1408	1408	0	0	0	0
COL12A1	COL12A1	chrx	1	1	.	12476	12476	41	0	81	0
SNRNP48	SNRNP48	chrx	1	1	.	5836	5836	474	792	425	570
TMEM30A	TMEM30A	chrx	1	1	.	5123	5123	1386	2461	1633	2560
RP1-234P15.4	RP1-234P15.4	chrx	1	1	.	1519	1519	6	3	13	11
FILIP1	FILIP1	chrx	1	1	.	8906	8906	816	390	914	605
HMGB1P39	HMGB1P39	chrx	1	1	.	880	880	0	0	0	0
RP11-415D17.3	RP11-415D17.3	chrx	1	1	.	1506	1506	0	0	0	0
RP11-415D17.4	RP11-415D17.4	chrx	1	1	.	461	461	0	0	0	0
RP11-532F6.5	RP11-532F6.5	chrx	1	1	.	2055	2055	0	0	0	0
RP11-415D17.1	RP11-415D17.1	chrx	1	1	.	448	448	0	0	0	0
RP3-336K20__B.2	RP3-336K20__B.2	chrx	1	1	.	457	457	0	0	0	0
RPL26P20	RPL26P20	chrx	1	1	.	432	432	0	0	0	0
RP11-474L11.3	RP11-474L11.3	chrx	1	1	.	340	340	0	0	0	0
RP11-474L11.5	RP11-474L11.5	chrx	1	1	.	988	988	0	0	0	0
RP11-35J1.1	RP11-35J1.1	chrx	1	1	.	570	570	0	0	0	0
BMP6	BMP6	chrx	1	1	.	2780	2780	15057	14853	12965	15969
RP11-354K4.1	RP11-354K4.1	chrx	1	1	.	2285	2285	0	0	0	0
RP11-284J1.1	RP11-284J1.1	chrx	1	1	.	2436	2436	0	0	0	0
RP11-354K4.2	RP11-354K4.2	chrx	1	1	.	786	786	0	0	0	0
HTR1B	HTR1B	chrx	1	1	.	1543	1543	5262	4654	4289	4097
RPS6P7	RPS6P7	chrx	1	1	.	553	553	0	0	0	0
MEI4	MEI4	chrx	1	1	.	4800	4800	0	0	0	0
RP3-390M24.1	RP3-390M24.1	chrx	1	1	.	387	387	0	0	0	0
RP1-303A1.1	RP1-303A1.1	chrx	1	1	.	893	893	0	0	0	0
RP11-173D14.3	RP11-173D14.3	chrx	1	1	.	2632	2632	0	0	0	0
IRAK1BP1	IRAK1BP1	chrx	1	1	.	7542	7542	130	229	115	184
PHIP	PHIP	chrx	1	1	.	13252	13252	623	825	548	720
RP11-477E3.2	RP11-477E3.2	chrx	1	1	.	447	447	0	0	0	0
HMGN3	HMGN3	chrx	1	1	.	872	872	387	387	220	251
RP11-46B11.2	RP11-46B11.2	chrx	1	1	.	323	323	0	0	0	0
RP3-508D13.1	RP3-508D13.1	chrx	1	1	.	640	640	0	0	0	0
RP1-232L24.2	RP1-232L24.2	chrx	1	1	.	271	271	0	0	0	0
RP1-232L24.4	RP1-232L24.4	chrx	1	1	.	535	535	0	0	0	0
RP1-232L24.3	RP1-232L24.3	chrx	1	1	.	474	474	0	0	0	0
DBIP1	DBIP1	chrx	1	1	.	260	260	0	0	0	0
LCA5	LCA5	chrx	1	1	.	5964	5964	10	184	34	136
RP11-342L8.2	RP11-342L8.2	chrx	1	1	.	367	367	0	0	0	0
RP11-177G23.2	RP11-177G23.2	chrx	1	1	.	471	471	0	0	0	3
SH3BGRL2	SH3BGRL2	chrx	1	1	.	4649	4649	583	870	691	811
RP1-159G19.1	RP1-159G19.1	chrx	1	1	.	481	481	0	0	0	0
RP1-92C4.1	RP1-92C4.1	chrx	1	1	.	949	949	0	0	0	0
RP1-92C4.2	RP1-92C4.2	chrx	1	1	.	325	325	0	0	0	0
ELOVL4	ELOVL4	chrx	1	1	.	3042	3042	84	36	1	124
GAPDHP63	GAPDHP63	chrx	1	1	.	1007	1007	9	4	30	4
RPL35AP18	RPL35AP18	chrx	1	1	.	305	305	0	0	0	0
TTK	TTK	chrx	1	1	.	4579	4579	180	272	189	224
EEF1E1	EEF1E1	chrx	1	1	.	2107	2107	50	69	102	121
RP11-296E7.1	RP11-296E7.1	chrx	1	1	.	5914	5914	85	28	47	39
AK4P5	AK4P5	chrx	1	1	.	634	634	0	0	0	0
RP11-250B2.6	RP11-250B2.6	chrx	1	1	.	1436	1436	0	0	0	1
RPL17P25	RPL17P25	chrx	1	1	.	555	555	0	0	0	0
RP11-250B2.3	RP11-250B2.3	chrx	1	1	.	935	935	0	0	0	0
RP11-250B2.5	RP11-250B2.5	chrx	1	1	.	2123	2123	0	0	0	0
RP11-250B2.2	RP11-250B2.2	chrx	1	1	.	358	358	0	0	0	0
RP11-11L12.2	RP11-11L12.2	chrx	1	1	.	197	197	0	0	0	0
RP11-486E2.1	RP11-486E2.1	chrx	1	1	.	1349	1349	0	0	0	0
FAM46A	FAM46A	chrx	1	1	.	6053	6053	504	641	319	852
RP1-300G12.2	RP1-300G12.2	chrx	1	1	.	786	786	0	0	0	0
RP5-991C6.4	RP5-991C6.4	chrx	1	1	.	471	471	0	0	0	0
RP5-991C6.2	RP5-991C6.2	chrx	1	1	.	293	293	0	0	0	0
RP5-991C6.3	RP5-991C6.3	chrx	1	1	.	520	520	0	0	0	0
RP11-379B8.1	RP11-379B8.1	chrx	1	1	.	822	822	0	0	0	0
RP11-801I18.1	RP11-801I18.1	chrx	1	1	.	87	87	0	0	0	0
IBTK	IBTK	chrx	1	1	.	8722	8722	567	980	421	1115
RP3-492P14.2	RP3-492P14.2	chrx	1	1	.	979	979	0	0	0	0
RP11-203H2.1	RP11-203H2.1	chrx	1	1	.	400	400	0	0	0	0
RP11-203H2.2	RP11-203H2.2	chrx	1	1	.	746	746	0	0	0	0
LAP3P1	LAP3P1	chrx	1	1	.	294	294	0	0	0	0
RP11-445L13__B.3	RP11-445L13__B.3	chrx	1	1	.	480	480	0	0	0	0
PGM3	PGM3	chrx	1	1	.	7331	7331	446	486	286	568
RP11-378G13.2	RP11-378G13.2	chrx	1	1	.	994	994	7	9	1	26
RP3-393K13.1	RP3-393K13.1	chrx	1	1	.	351	351	0	0	0	0
RIPPLY2	RIPPLY2	chrx	1	1	.	767	767	0	0	0	0
CYB5R4	CYB5R4	chrx	1	1	.	9635	9635	130	84	132	237
RP4-676J13.2	RP4-676J13.2	chrx	1	1	.	835	835	0	0	0	0
RP11-51G5.1	RP11-51G5.1	chrx	1	1	.	340	340	0	0	0	0
MRAP2	MRAP2	chrx	1	1	.	2153	2153	451	439	406	552
KIAA1009	KIAA1009	chrx	1	1	.	5418	5418	145	100	51	239
RP1-90L14.1	RP1-90L14.1	chrx	1	1	.	741	741	5	0	0	0
SMARCE1P2	SMARCE1P2	chrx	1	1	.	1219	1219	0	0	0	0
TBX18	TBX18	chrx	1	1	.	8469	8469	2894	2406	2655	2875
RP11-132M7.2	RP11-132M7.2	chrx	1	1	.	138	138	0	0	0	0
RP11-132M7.3	RP11-132M7.3	chrx	1	1	.	1794	1794	0	0	0	0
RP3-435K13.1	RP3-435K13.1	chrx	1	1	.	229	229	0	0	0	0
RP3-455E7.1	RP3-455E7.1	chrx	1	1	.	1002	1002	0	0	0	0
RP1-161C16.1	RP1-161C16.1	chrx	1	1	.	367	367	0	0	0	0
RP11-30P6.1	RP11-30P6.1	chrx	1	1	.	1590	1590	0	0	0	0
KRT18P64	KRT18P64	chrx	1	1	.	1219	1219	0	0	0	0
RP11-30P6.6	RP11-30P6.6	chrx	1	1	.	2513	2513	38	59	20	2
DUTP5	DUTP5	chrx	1	1	.	469	469	0	0	0	0
RP11-30P6.3	RP11-30P6.3	chrx	1	1	.	514	514	3	10	5	2
SNX14	SNX14	chrx	1	1	.	7105	7105	353	788	272	657
SYNCRIP	SYNCRIP	chrx	1	1	.	7655	7655	1881	3038	1508	2842
RP1-3J17.3	RP1-3J17.3	chrx	1	1	.	916	916	0	0	0	0
PKMP3	PKMP3	chrx	1	1	.	715	715	19	20	0	0
RP11-33E24.3	RP11-33E24.3	chrx	1	1	.	641	641	0	0	0	0
SMIM11P1	SMIM11P1	chrx	1	1	.	178	178	0	0	0	0
HULC	HULC	chrx	1	1	.	556	556	0	0	0	0
RP11-207F8.1	RP11-207F8.1	chrx	1	1	.	512	512	0	0	0	0
RP1-263J7.1	RP1-263J7.1	chrx	1	1	.	720	720	0	0	0	0
RP1-263J7.2	RP1-263J7.2	chrx	1	1	.	572	572	0	0	0	0
RP11-15J23.1	RP11-15J23.1	chrx	1	1	.	426	426	0	0	0	0
RP1-253B10.1	RP1-253B10.1	chrx	1	1	.	401	401	0	0	0	0
RP1-253B10.2	RP1-253B10.2	chrx	1	1	.	411	411	0	0	0	0
RP11-76H14.2	RP11-76H14.2	chrx	1	1	.	304	304	0	1	0	0
RP11-76H14.5	RP11-76H14.5	chrx	1	1	.	137	137	0	0	0	0
HTR1E	HTR1E	chrx	1	1	.	2000	2000	0	0	0	0
RPL7P29	RPL7P29	chrx	1	1	.	728	728	0	0	0	0
MTHFD2P2	MTHFD2P2	chrx	1	1	.	247	247	0	0	0	0
RP11-156F23.2	RP11-156F23.2	chrx	1	1	.	306	306	0	0	0	0
CGA	CGA	chrx	1	1	.	710	710	0	0	0	0
RCN1P1	RCN1P1	chrx	1	1	.	996	996	0	0	0	0
RP11-314C16.1	RP11-314C16.1	chrx	1	1	.	489	489	0	0	0	0
RP11-393I2.4	RP11-393I2.4	chrx	1	1	.	4127	4127	0	0	0	0
ZNF292	ZNF292	chrx	1	1	.	13128	13128	1134	1003	1524	1245
RP11-393I2.2	RP11-393I2.2	chrx	1	1	.	936	936	0	0	0	0
HSPD1P10	HSPD1P10	chrx	1	1	.	1676	1676	0	0	0	0
SMIM8	SMIM8	chrx	1	1	.	2923	2923	13	19	6	101
C6orf163	C6orf163	chrx	1	1	.	2884	2884	2	6	4	10
RP1-102H19.8	RP1-102H19.8	chrx	1	1	.	4390	4390	0	0	0	0
C6orf164	C6orf164	chrx	1	1	.	1568	1568	0	0	0	0
C6ORF165	C6ORF165	chrx	1	1	.	3613	3613	0	0	0	0
C6orf165	C6orf165	chrx	1	1	.	3530	3530	0	0	6	0
RP3-382I10.2	RP3-382I10.2	chrx	1	1	.	294	294	0	0	0	0
RP3-382I10.3	RP3-382I10.3	chrx	1	1	.	982	982	0	0	0	0
ST13P16	ST13P16	chrx	1	1	.	781	781	0	0	0	0
RARS2	RARS2	chrx	1	1	.	2545	2545	232	199	264	359
